ID	NB	product	codon_start	codon_end
s18324-18151	0	s18324-18151	34	48
s18324-18151	0	s18324-18151	35	49
s18324-18151	0	s18324-18151	36	50
s18324-18151	0	s18324-18151	37	51
s18324-18151	0	s18324-18151	38	52
s18324-18151	1	s18324-18151	39	53
s18324-18151	1	s18324-18151	40	54
s18324-18151	1	s18324-18151	41	55
s18324-18151	0	s18324-18151	42	56
s18324-18151	4	s18324-18151	43	57
s16493-16603	10	s16493-16603	1	15
s16493-16603	9	s16493-16603	2	16
s16493-16603	2	s16493-16603	3	17
s16493-16603	0	s16493-16603	4	18
s16493-16603	1	s16493-16603	5	19
s16493-16603	1	s16493-16603	6	20
s16493-16603	1	s16493-16603	7	21
s16493-16603	0	s16493-16603	8	22
s16493-16603	0	s16493-16603	9	23
s16493-16603	0	s16493-16603	10	24
s16493-16603	0	s16493-16603	11	25
s16493-16603	0	s16493-16603	12	26
s16493-16603	0	s16493-16603	13	27
s16493-16603	0	s16493-16603	14	28
s16493-16603	0	s16493-16603	15	29
s16493-16603	0	s16493-16603	16	30
s16493-16603	0	s16493-16603	17	31
s16493-16603	1	s16493-16603	18	32
s16493-16603	2	s16493-16603	19	33
s16493-16603	2	s16493-16603	20	34
s16493-16603	2	s16493-16603	21	35
s16493-16603	2	s16493-16603	22	36
s17628-17506	6	s17628-17506	1	15
s17628-17506	13	s17628-17506	2	16
s17628-17506	14	s17628-17506	3	17
s17628-17506	13	s17628-17506	4	18
s17628-17506	4	s17628-17506	5	19
s17628-17506	1	s17628-17506	6	20
s17628-17506	0	s17628-17506	7	21
s17628-17506	0	s17628-17506	8	22
s17628-17506	0	s17628-17506	9	23
s17628-17506	0	s17628-17506	10	24
s17628-17506	0	s17628-17506	11	25
s17628-17506	2	s17628-17506	12	26
s17628-17506	5	s17628-17506	13	27
s17628-17506	8	s17628-17506	14	28
s17628-17506	10	s17628-17506	15	29
s17628-17506	4	s17628-17506	16	30
s17628-17506	0	s17628-17506	17	31
s17628-17506	1	s17628-17506	18	32
s17628-17506	1	s17628-17506	19	33
s17628-17506	2	s17628-17506	20	34
s17628-17506	0	s17628-17506	21	35
s17628-17506	0	s17628-17506	22	36
s17628-17506	0	s17628-17506	23	37
s17628-17506	2	s17628-17506	24	38
s17628-17506	5	s17628-17506	25	39
s17628-17506	6	s17628-17506	26	40
s17106-17011	0	s17106-17011	1	15
s17106-17011	0	s17106-17011	2	16
s17106-17011	0	s17106-17011	3	17
s17106-17011	0	s17106-17011	4	18
s17106-17011	0	s17106-17011	5	19
s17106-17011	0	s17106-17011	6	20
s17106-17011	0	s17106-17011	7	21
s17106-17011	0	s17106-17011	8	22
s17106-17011	1	s17106-17011	9	23
s17106-17011	1	s17106-17011	10	24
s17106-17011	1	s17106-17011	11	25
s17106-17011	1	s17106-17011	12	26
s17106-17011	0	s17106-17011	13	27
s17106-17011	0	s17106-17011	14	28
s17106-17011	1	s17106-17011	15	29
s17106-17011	3	s17106-17011	16	30
s17106-17011	3	s17106-17011	17	31
s15888-15790	2	s15888-15790	1	15
s15888-15790	5	s15888-15790	2	16
s15888-15790	10	s15888-15790	3	17
s15888-15790	5	s15888-15790	4	18
s15888-15790	0	s15888-15790	5	19
s15888-15790	0	s15888-15790	6	20
s15888-15790	0	s15888-15790	7	21
s15888-15790	0	s15888-15790	8	22
s15888-15790	0	s15888-15790	9	23
s15888-15790	0	s15888-15790	10	24
s15888-15790	0	s15888-15790	11	25
s15888-15790	0	s15888-15790	12	26
s15888-15790	0	s15888-15790	13	27
s15888-15790	0	s15888-15790	14	28
s15888-15790	1	s15888-15790	15	29
s15888-15790	1	s15888-15790	16	30
s15888-15790	3	s15888-15790	17	31
s15888-15790	3	s15888-15790	18	32
s15156-14992	3	s15156-14992	1	15
s15156-14992	3	s15156-14992	2	16
s15156-14992	0	s15156-14992	3	17
s15156-14992	0	s15156-14992	4	18
s15156-14992	0	s15156-14992	5	19
s15156-14992	0	s15156-14992	6	20
s15156-14992	0	s15156-14992	7	21
s15156-14992	0	s15156-14992	8	22
s15156-14992	0	s15156-14992	9	23
s15156-14992	0	s15156-14992	10	24
s15156-14992	1	s15156-14992	11	25
s15156-14992	1	s15156-14992	12	26
s15156-14992	0	s15156-14992	13	27
s15156-14992	0	s15156-14992	14	28
s15156-14992	0	s15156-14992	15	29
s15156-14992	0	s15156-14992	16	30
s15156-14992	1	s15156-14992	17	31
s15156-14992	1	s15156-14992	18	32
s15156-14992	0	s15156-14992	19	33
s15156-14992	0	s15156-14992	20	34
s15156-14992	0	s15156-14992	21	35
s15156-14992	1	s15156-14992	22	36
s15156-14992	6	s15156-14992	23	37
s15156-14992	13	s15156-14992	24	38
s15156-14992	9	s15156-14992	25	39
s15156-14992	4	s15156-14992	26	40
s15156-14992	0	s15156-14992	27	41
s15156-14992	0	s15156-14992	28	42
s15156-14992	0	s15156-14992	29	43
s15156-14992	0	s15156-14992	30	44
s15156-14992	0	s15156-14992	31	45
s15156-14992	0	s15156-14992	32	46
s15156-14992	0	s15156-14992	33	47
s15156-14992	0	s15156-14992	34	48
s15156-14992	0	s15156-14992	35	49
s15156-14992	0	s15156-14992	36	50
s15156-14992	0	s15156-14992	37	51
s15156-14992	0	s15156-14992	38	52
s15156-14992	0	s15156-14992	39	53
s15156-14992	0	s15156-14992	40	54
s12486-12283	2	s12486-12283	1	15
s12486-12283	3	s12486-12283	2	16
s12486-12283	3	s12486-12283	3	17
s12486-12283	1	s12486-12283	4	18
s12486-12283	2	s12486-12283	5	19
s12486-12283	5	s12486-12283	6	20
s12486-12283	5	s12486-12283	7	21
s12486-12283	4	s12486-12283	8	22
s12486-12283	5	s12486-12283	9	23
s12486-12283	8	s12486-12283	10	24
s12486-12283	6	s12486-12283	11	25
s12486-12283	4	s12486-12283	12	26
s12486-12283	2	s12486-12283	13	27
s12486-12283	0	s12486-12283	14	28
s12486-12283	0	s12486-12283	15	29
s12486-12283	0	s12486-12283	16	30
s12486-12283	0	s12486-12283	17	31
s12486-12283	0	s12486-12283	18	32
s12486-12283	0	s12486-12283	19	33
s12486-12283	0	s12486-12283	20	34
s12486-12283	0	s12486-12283	21	35
s12486-12283	0	s12486-12283	22	36
s12486-12283	0	s12486-12283	23	37
s12486-12283	0	s12486-12283	24	38
s12486-12283	0	s12486-12283	25	39
s12486-12283	0	s12486-12283	26	40
s12486-12283	0	s12486-12283	27	41
s12486-12283	0	s12486-12283	28	42
s12486-12283	0	s12486-12283	29	43
s12486-12283	0	s12486-12283	30	44
s12486-12283	0	s12486-12283	31	45
s12486-12283	0	s12486-12283	32	46
s12486-12283	2	s12486-12283	33	47
s12486-12283	0	s12486-12283	34	48
s12486-12283	0	s12486-12283	35	49
s12486-12283	0	s12486-12283	36	50
s12486-12283	0	s12486-12283	37	51
s12486-12283	0	s12486-12283	38	52
s12486-12283	0	s12486-12283	39	53
s12486-12283	0	s12486-12283	40	54
s12486-12283	0	s12486-12283	41	55
s12486-12283	0	s12486-12283	42	56
s12486-12283	1	s12486-12283	43	57
s12486-12283	0	s12486-12283	44	58
s12486-12283	0	s12486-12283	45	59
s12486-12283	1	s12486-12283	46	60
s12486-12283	1	s12486-12283	47	61
s12486-12283	1	s12486-12283	48	62
s12486-12283	2	s12486-12283	49	63
s12486-12283	1	s12486-12283	50	64
s12486-12283	1	s12486-12283	51	65
s12486-12283	1	s12486-12283	52	66
s12486-12283	0	s12486-12283	53	67
s12255-12154	0	s12255-12154	1	15
s12255-12154	0	s12255-12154	2	16
s12255-12154	0	s12255-12154	3	17
s12255-12154	1	s12255-12154	4	18
s12255-12154	2	s12255-12154	5	19
s12255-12154	2	s12255-12154	6	20
s12255-12154	2	s12255-12154	7	21
s12255-12154	2	s12255-12154	8	22
s12255-12154	2	s12255-12154	9	23
s12255-12154	2	s12255-12154	10	24
s12255-12154	3	s12255-12154	11	25
s12255-12154	4	s12255-12154	12	26
s12255-12154	8	s12255-12154	13	27
s12255-12154	8	s12255-12154	14	28
s12255-12154	4	s12255-12154	15	29
s12255-12154	3	s12255-12154	16	30
s12255-12154	2	s12255-12154	17	31
s12255-12154	0	s12255-12154	18	32
s12255-12154	0	s12255-12154	19	33
s12045-11932	0	s12045-11932	1	15
s12045-11932	0	s12045-11932	2	16
s12045-11932	0	s12045-11932	3	17
s12045-11932	0	s12045-11932	4	18
s12045-11932	0	s12045-11932	5	19
s12045-11932	0	s12045-11932	6	20
s12045-11932	2	s12045-11932	7	21
s12045-11932	2	s12045-11932	8	22
s12045-11932	0	s12045-11932	9	23
s12045-11932	0	s12045-11932	10	24
s12045-11932	2	s12045-11932	11	25
s12045-11932	2	s12045-11932	12	26
s12045-11932	5	s12045-11932	13	27
s12045-11932	13	s12045-11932	14	28
s12045-11932	11	s12045-11932	15	29
s12045-11932	5	s12045-11932	16	30
s12045-11932	4	s12045-11932	17	31
s12045-11932	3	s12045-11932	18	32
s12045-11932	2	s12045-11932	19	33
s12045-11932	2	s12045-11932	20	34
s12045-11932	1	s12045-11932	21	35
s12045-11932	0	s12045-11932	22	36
s12045-11932	0	s12045-11932	23	37
s10951-11088	0	s10951-11088	1	15
s10951-11088	0	s10951-11088	2	16
s10951-11088	0	s10951-11088	3	17
s10951-11088	0	s10951-11088	4	18
s10951-11088	0	s10951-11088	5	19
s10951-11088	0	s10951-11088	6	20
s10951-11088	0	s10951-11088	7	21
s10951-11088	0	s10951-11088	8	22
s10951-11088	1	s10951-11088	9	23
s10951-11088	2	s10951-11088	10	24
s10951-11088	3	s10951-11088	11	25
s10951-11088	7	s10951-11088	12	26
s10951-11088	7	s10951-11088	13	27
s10951-11088	7	s10951-11088	14	28
s10951-11088	7	s10951-11088	15	29
s10951-11088	6	s10951-11088	16	30
s10951-11088	8	s10951-11088	17	31
s10951-11088	7	s10951-11088	18	32
s10951-11088	2	s10951-11088	19	33
s10951-11088	1	s10951-11088	20	34
s10951-11088	1	s10951-11088	21	35
s10951-11088	2	s10951-11088	22	36
s10951-11088	3	s10951-11088	23	37
s10951-11088	4	s10951-11088	24	38
s10951-11088	4	s10951-11088	25	39
s10951-11088	3	s10951-11088	26	40
s10951-11088	3	s10951-11088	27	41
s10951-11088	0	s10951-11088	28	42
s10951-11088	0	s10951-11088	29	43
s10951-11088	0	s10951-11088	30	44
s10951-11088	0	s10951-11088	31	45
s16682-16798	0	s16682-16798	1	15
s16682-16798	0	s16682-16798	2	16
s16682-16798	0	s16682-16798	3	17
s16682-16798	0	s16682-16798	4	18
s16682-16798	0	s16682-16798	5	19
s16682-16798	0	s16682-16798	6	20
s16682-16798	0	s16682-16798	7	21
s16682-16798	0	s16682-16798	8	22
s16682-16798	0	s16682-16798	9	23
s16682-16798	3	s16682-16798	10	24
s16682-16798	10	s16682-16798	11	25
s16682-16798	13	s16682-16798	12	26
s16682-16798	14	s16682-16798	13	27
s16682-16798	10	s16682-16798	14	28
s16682-16798	5	s16682-16798	15	29
s16682-16798	6	s16682-16798	16	30
s16682-16798	6	s16682-16798	17	31
s16682-16798	6	s16682-16798	18	32
s16682-16798	3	s16682-16798	19	33
s16682-16798	1	s16682-16798	20	34
s16682-16798	1	s16682-16798	21	35
s16682-16798	0	s16682-16798	22	36
s16682-16798	0	s16682-16798	23	37
s16682-16798	0	s16682-16798	24	38
s10371-10273	1	s10371-10273	1	15
s10371-10273	3	s10371-10273	2	16
s10371-10273	1	s10371-10273	3	17
s10371-10273	0	s10371-10273	4	18
s10371-10273	0	s10371-10273	5	19
s10371-10273	0	s10371-10273	6	20
s10371-10273	0	s10371-10273	7	21
s10371-10273	0	s10371-10273	8	22
s10371-10273	0	s10371-10273	9	23
s10371-10273	0	s10371-10273	10	24
s10371-10273	0	s10371-10273	11	25
s10371-10273	0	s10371-10273	12	26
s10371-10273	0	s10371-10273	13	27
s10371-10273	0	s10371-10273	14	28
s10371-10273	0	s10371-10273	15	29
s10371-10273	0	s10371-10273	16	30
s10371-10273	0	s10371-10273	17	31
s10371-10273	0	s10371-10273	18	32
s8949-8797	0	s8949-8797	1	15
s8949-8797	0	s8949-8797	2	16
s8949-8797	0	s8949-8797	3	17
s8949-8797	0	s8949-8797	4	18
s8949-8797	0	s8949-8797	5	19
s8949-8797	0	s8949-8797	6	20
s8949-8797	0	s8949-8797	7	21
s8949-8797	0	s8949-8797	8	22
s8949-8797	0	s8949-8797	9	23
s8949-8797	0	s8949-8797	10	24
s8949-8797	0	s8949-8797	11	25
s8949-8797	0	s8949-8797	12	26
s8949-8797	3	s8949-8797	13	27
s8949-8797	6	s8949-8797	14	28
s8949-8797	9	s8949-8797	15	29
s8949-8797	6	s8949-8797	16	30
s8949-8797	2	s8949-8797	17	31
s8949-8797	1	s8949-8797	18	32
s8949-8797	2	s8949-8797	19	33
s8949-8797	2	s8949-8797	20	34
s8949-8797	1	s8949-8797	21	35
s8949-8797	1	s8949-8797	22	36
s8949-8797	0	s8949-8797	23	37
s8949-8797	0	s8949-8797	24	38
s8949-8797	0	s8949-8797	25	39
s8949-8797	0	s8949-8797	26	40
s8949-8797	0	s8949-8797	27	41
s8949-8797	0	s8949-8797	28	42
s8949-8797	0	s8949-8797	29	43
s8949-8797	1	s8949-8797	30	44
s8949-8797	7	s8949-8797	31	45
s8949-8797	13	s8949-8797	32	46
s8949-8797	12	s8949-8797	33	47
s8949-8797	4	s8949-8797	34	48
s8949-8797	0	s8949-8797	35	49
s8949-8797	0	s8949-8797	36	50
s7419-7321	0	s7419-7321	1	15
s7419-7321	0	s7419-7321	2	16
s7419-7321	0	s7419-7321	3	17
s7419-7321	0	s7419-7321	4	18
s7419-7321	0	s7419-7321	5	19
s7419-7321	0	s7419-7321	6	20
s7419-7321	0	s7419-7321	7	21
s7419-7321	0	s7419-7321	8	22
s7419-7321	0	s7419-7321	9	23
s7419-7321	0	s7419-7321	10	24
s7419-7321	1	s7419-7321	11	25
s7419-7321	5	s7419-7321	12	26
s7419-7321	5	s7419-7321	13	27
s7419-7321	6	s7419-7321	14	28
s7419-7321	2	s7419-7321	15	29
s7419-7321	0	s7419-7321	16	30
s7419-7321	0	s7419-7321	17	31
s7419-7321	2	s7419-7321	18	32
s16973-17122	1	s16973-17122	1	15
s16973-17122	1	s16973-17122	2	16
s16973-17122	0	s16973-17122	3	17
s16973-17122	0	s16973-17122	4	18
s16973-17122	0	s16973-17122	5	19
s16973-17122	0	s16973-17122	6	20
s16973-17122	0	s16973-17122	7	21
s16973-17122	3	s16973-17122	8	22
s16973-17122	2	s16973-17122	9	23
s16973-17122	0	s16973-17122	10	24
s16973-17122	0	s16973-17122	11	25
s16973-17122	0	s16973-17122	12	26
s16973-17122	0	s16973-17122	13	27
s16973-17122	0	s16973-17122	14	28
s16973-17122	0	s16973-17122	15	29
s16973-17122	1	s16973-17122	16	30
s16973-17122	2	s16973-17122	17	31
s16973-17122	1	s16973-17122	18	32
s16973-17122	1	s16973-17122	19	33
s16973-17122	0	s16973-17122	20	34
s16973-17122	0	s16973-17122	21	35
s16973-17122	2	s16973-17122	22	36
s16973-17122	4	s16973-17122	23	37
s16973-17122	6	s16973-17122	24	38
s16973-17122	2	s16973-17122	25	39
s16973-17122	0	s16973-17122	26	40
s16973-17122	1	s16973-17122	27	41
s16973-17122	3	s16973-17122	28	42
s16973-17122	5	s16973-17122	29	43
s16973-17122	5	s16973-17122	30	44
s16973-17122	0	s16973-17122	31	45
s16973-17122	0	s16973-17122	32	46
s16973-17122	0	s16973-17122	33	47
s16973-17122	0	s16973-17122	34	48
s16973-17122	0	s16973-17122	35	49
s6489-6187	0	s6489-6187	1	15
s6489-6187	0	s6489-6187	2	16
s6489-6187	0	s6489-6187	3	17
s6489-6187	0	s6489-6187	4	18
s6489-6187	0	s6489-6187	5	19
s6489-6187	0	s6489-6187	6	20
s6489-6187	0	s6489-6187	7	21
s6489-6187	0	s6489-6187	8	22
s6489-6187	0	s6489-6187	9	23
s6489-6187	0	s6489-6187	10	24
s6489-6187	0	s6489-6187	11	25
s6489-6187	0	s6489-6187	12	26
s6489-6187	1	s6489-6187	13	27
s6489-6187	1	s6489-6187	14	28
s6489-6187	0	s6489-6187	15	29
s6489-6187	0	s6489-6187	16	30
s6489-6187	4	s6489-6187	17	31
s6489-6187	5	s6489-6187	18	32
s6489-6187	10	s6489-6187	19	33
s6489-6187	4	s6489-6187	20	34
s6489-6187	0	s6489-6187	21	35
s6489-6187	0	s6489-6187	22	36
s6489-6187	0	s6489-6187	23	37
s6489-6187	0	s6489-6187	24	38
s6489-6187	7	s6489-6187	25	39
s6489-6187	13	s6489-6187	26	40
s6489-6187	20	s6489-6187	27	41
s6489-6187	14	s6489-6187	28	42
s6489-6187	8	s6489-6187	29	43
s6489-6187	0	s6489-6187	30	44
s6489-6187	0	s6489-6187	31	45
s6489-6187	0	s6489-6187	32	46
s6489-6187	0	s6489-6187	33	47
s6489-6187	0	s6489-6187	34	48
s6489-6187	0	s6489-6187	35	49
s6489-6187	0	s6489-6187	36	50
s6489-6187	0	s6489-6187	37	51
s6489-6187	0	s6489-6187	38	52
s6489-6187	0	s6489-6187	39	53
s6489-6187	0	s6489-6187	40	54
s6489-6187	0	s6489-6187	41	55
s6489-6187	3	s6489-6187	42	56
s6489-6187	3	s6489-6187	43	57
s6489-6187	3	s6489-6187	44	58
s6489-6187	1	s6489-6187	45	59
s6489-6187	0	s6489-6187	46	60
s6489-6187	2	s6489-6187	47	61
s6489-6187	4	s6489-6187	48	62
s6489-6187	7	s6489-6187	49	63
s6489-6187	9	s6489-6187	50	64
s6489-6187	8	s6489-6187	51	65
s6489-6187	5	s6489-6187	52	66
s6489-6187	3	s6489-6187	53	67
s6489-6187	4	s6489-6187	54	68
s6489-6187	3	s6489-6187	55	69
s6489-6187	5	s6489-6187	56	70
s6489-6187	3	s6489-6187	57	71
s6489-6187	1	s6489-6187	58	72
s6489-6187	0	s6489-6187	59	73
s6489-6187	1	s6489-6187	60	74
s6489-6187	6	s6489-6187	61	75
s6489-6187	6	s6489-6187	62	76
s6489-6187	4	s6489-6187	63	77
s6489-6187	1	s6489-6187	64	78
s6489-6187	1	s6489-6187	65	79
s6489-6187	0	s6489-6187	66	80
s6489-6187	0	s6489-6187	67	81
s6489-6187	0	s6489-6187	68	82
s6489-6187	0	s6489-6187	69	83
s6489-6187	0	s6489-6187	70	84
s6489-6187	0	s6489-6187	71	85
s6489-6187	0	s6489-6187	72	86
s6489-6187	0	s6489-6187	73	87
s6489-6187	0	s6489-6187	74	88
s6489-6187	0	s6489-6187	75	89
s6489-6187	0	s6489-6187	76	90
s6489-6187	0	s6489-6187	77	91
s6489-6187	0	s6489-6187	78	92
s6489-6187	0	s6489-6187	79	93
s6489-6187	0	s6489-6187	80	94
s6489-6187	0	s6489-6187	81	95
s6489-6187	0	s6489-6187	82	96
s6489-6187	0	s6489-6187	83	97
s6489-6187	1	s6489-6187	84	98
s6489-6187	1	s6489-6187	85	99
s6489-6187	0	s6489-6187	86	100
s5577-5473	0	s5577-5473	1	15
s5577-5473	0	s5577-5473	2	16
s5577-5473	0	s5577-5473	3	17
s5577-5473	0	s5577-5473	4	18
s5577-5473	0	s5577-5473	5	19
s5577-5473	0	s5577-5473	6	20
s5577-5473	0	s5577-5473	7	21
s5577-5473	0	s5577-5473	8	22
s5577-5473	0	s5577-5473	9	23
s5577-5473	0	s5577-5473	10	24
s5577-5473	0	s5577-5473	11	25
s5577-5473	1	s5577-5473	12	26
s5577-5473	3	s5577-5473	13	27
s5577-5473	5	s5577-5473	14	28
s5577-5473	5	s5577-5473	15	29
s5577-5473	5	s5577-5473	16	30
s5577-5473	3	s5577-5473	17	31
s5577-5473	0	s5577-5473	18	32
s5577-5473	1	s5577-5473	19	33
s5577-5473	0	s5577-5473	20	34
s5022-4873	0	s5022-4873	1	15
s5022-4873	1	s5022-4873	2	16
s5022-4873	1	s5022-4873	3	17
s5022-4873	1	s5022-4873	4	18
s5022-4873	0	s5022-4873	5	19
s5022-4873	0	s5022-4873	6	20
s5022-4873	0	s5022-4873	7	21
s5022-4873	0	s5022-4873	8	22
s5022-4873	0	s5022-4873	9	23
s5022-4873	0	s5022-4873	10	24
s5022-4873	0	s5022-4873	11	25
s5022-4873	1	s5022-4873	12	26
s5022-4873	5	s5022-4873	13	27
s5022-4873	11	s5022-4873	14	28
s5022-4873	14	s5022-4873	15	29
s5022-4873	6	s5022-4873	16	30
s5022-4873	1	s5022-4873	17	31
s5022-4873	1	s5022-4873	18	32
s5022-4873	1	s5022-4873	19	33
s5022-4873	0	s5022-4873	20	34
s5022-4873	0	s5022-4873	21	35
s5022-4873	0	s5022-4873	22	36
s5022-4873	0	s5022-4873	23	37
s5022-4873	1	s5022-4873	24	38
s5022-4873	8	s5022-4873	25	39
s5022-4873	12	s5022-4873	26	40
s5022-4873	14	s5022-4873	27	41
s5022-4873	5	s5022-4873	28	42
s5022-4873	2	s5022-4873	29	43
s5022-4873	0	s5022-4873	30	44
s5022-4873	0	s5022-4873	31	45
s5022-4873	0	s5022-4873	32	46
s5022-4873	0	s5022-4873	33	47
s5022-4873	0	s5022-4873	34	48
s5022-4873	0	s5022-4873	35	49
s4458-4324	2	s4458-4324	1	15
s4458-4324	1	s4458-4324	2	16
s4458-4324	1	s4458-4324	3	17
s4458-4324	1	s4458-4324	4	18
s4458-4324	1	s4458-4324	5	19
s4458-4324	1	s4458-4324	6	20
s4458-4324	0	s4458-4324	7	21
s4458-4324	1	s4458-4324	8	22
s4458-4324	2	s4458-4324	9	23
s4458-4324	1	s4458-4324	10	24
s4458-4324	1	s4458-4324	11	25
s4458-4324	0	s4458-4324	12	26
s4458-4324	0	s4458-4324	13	27
s4458-4324	0	s4458-4324	14	28
s4458-4324	0	s4458-4324	15	29
s4458-4324	0	s4458-4324	16	30
s4458-4324	1	s4458-4324	17	31
s4458-4324	0	s4458-4324	18	32
s4458-4324	1	s4458-4324	19	33
s4458-4324	2	s4458-4324	20	34
s4458-4324	2	s4458-4324	21	35
s4458-4324	6	s4458-4324	22	36
s4458-4324	0	s4458-4324	23	37
s4458-4324	0	s4458-4324	24	38
s4458-4324	0	s4458-4324	25	39
s4458-4324	0	s4458-4324	26	40
s4458-4324	0	s4458-4324	27	41
s4458-4324	0	s4458-4324	28	42
s4458-4324	1	s4458-4324	29	43
s4458-4324	0	s4458-4324	30	44
s2949-2842	0	s2949-2842	1	15
s2949-2842	0	s2949-2842	2	16
s2949-2842	0	s2949-2842	3	17
s2949-2842	0	s2949-2842	4	18
s2949-2842	1	s2949-2842	5	19
s2949-2842	1	s2949-2842	6	20
s2949-2842	0	s2949-2842	7	21
s2949-2842	0	s2949-2842	8	22
s2949-2842	0	s2949-2842	9	23
s2949-2842	2	s2949-2842	10	24
s2949-2842	5	s2949-2842	11	25
s2949-2842	9	s2949-2842	12	26
s2949-2842	9	s2949-2842	13	27
s2949-2842	3	s2949-2842	14	28
s2949-2842	1	s2949-2842	15	29
s2949-2842	0	s2949-2842	16	30
s2949-2842	0	s2949-2842	17	31
s2949-2842	0	s2949-2842	18	32
s2949-2842	0	s2949-2842	19	33
s2949-2842	1	s2949-2842	20	34
s2949-2842	3	s2949-2842	21	35
s2457-2290	1	s2457-2290	1	15
s2457-2290	2	s2457-2290	2	16
s2457-2290	5	s2457-2290	3	17
s2457-2290	5	s2457-2290	4	18
s2457-2290	5	s2457-2290	5	19
s2457-2290	4	s2457-2290	6	20
s2457-2290	5	s2457-2290	7	21
s2457-2290	5	s2457-2290	8	22
s2457-2290	6	s2457-2290	9	23
s2457-2290	6	s2457-2290	10	24
s2457-2290	5	s2457-2290	11	25
s2457-2290	4	s2457-2290	12	26
s2457-2290	2	s2457-2290	13	27
s2457-2290	2	s2457-2290	14	28
s2457-2290	3	s2457-2290	15	29
s2457-2290	2	s2457-2290	16	30
s2457-2290	0	s2457-2290	17	31
s2457-2290	0	s2457-2290	18	32
s2457-2290	0	s2457-2290	19	33
s2457-2290	1	s2457-2290	20	34
s2457-2290	2	s2457-2290	21	35
s2457-2290	0	s2457-2290	22	36
s2457-2290	0	s2457-2290	23	37
s2457-2290	1	s2457-2290	24	38
s2457-2290	0	s2457-2290	25	39
s2457-2290	2	s2457-2290	26	40
s2457-2290	3	s2457-2290	27	41
s2457-2290	3	s2457-2290	28	42
s2457-2290	3	s2457-2290	29	43
s2457-2290	0	s2457-2290	30	44
s2457-2290	5	s2457-2290	31	45
s2457-2290	21	s2457-2290	32	46
s2457-2290	23	s2457-2290	33	47
s2457-2290	22	s2457-2290	34	48
s2457-2290	16	s2457-2290	35	49
s2457-2290	6	s2457-2290	36	50
s2457-2290	1	s2457-2290	37	51
s2457-2290	0	s2457-2290	38	52
s2457-2290	0	s2457-2290	39	53
s2457-2290	1	s2457-2290	40	54
s2457-2290	0	s2457-2290	41	55
s17606-17716	13	s17606-17716	1	15
s17606-17716	15	s17606-17716	2	16
s17606-17716	14	s17606-17716	3	17
s17606-17716	5	s17606-17716	4	18
s17606-17716	5	s17606-17716	5	19
s17606-17716	4	s17606-17716	6	20
s17606-17716	0	s17606-17716	7	21
s17606-17716	0	s17606-17716	8	22
s17606-17716	0	s17606-17716	9	23
s17606-17716	1	s17606-17716	10	24
s17606-17716	0	s17606-17716	11	25
s17606-17716	0	s17606-17716	12	26
s17606-17716	0	s17606-17716	13	27
s17606-17716	0	s17606-17716	14	28
s17606-17716	2	s17606-17716	15	29
s17606-17716	0	s17606-17716	16	30
s17606-17716	1	s17606-17716	17	31
s17606-17716	0	s17606-17716	18	32
s17606-17716	0	s17606-17716	19	33
s17606-17716	0	s17606-17716	20	34
s17606-17716	0	s17606-17716	21	35
s17606-17716	1	s17606-17716	22	36
s1689-1528	0	s1689-1528	1	15
s1689-1528	0	s1689-1528	2	16
s1689-1528	0	s1689-1528	3	17
s1689-1528	0	s1689-1528	4	18
s1689-1528	0	s1689-1528	5	19
s1689-1528	0	s1689-1528	6	20
s1689-1528	0	s1689-1528	7	21
s1689-1528	0	s1689-1528	8	22
s1689-1528	0	s1689-1528	9	23
s1689-1528	0	s1689-1528	10	24
s1689-1528	0	s1689-1528	11	25
s1689-1528	1	s1689-1528	12	26
s1689-1528	0	s1689-1528	13	27
s1689-1528	1	s1689-1528	14	28
s1689-1528	2	s1689-1528	15	29
s1689-1528	4	s1689-1528	16	30
s1689-1528	5	s1689-1528	17	31
s1689-1528	3	s1689-1528	18	32
s1689-1528	1	s1689-1528	19	33
s1689-1528	1	s1689-1528	20	34
s1689-1528	1	s1689-1528	21	35
s1689-1528	0	s1689-1528	22	36
s1689-1528	1	s1689-1528	23	37
s1689-1528	1	s1689-1528	24	38
s1689-1528	2	s1689-1528	25	39
s1689-1528	3	s1689-1528	26	40
s1689-1528	0	s1689-1528	27	41
s1689-1528	0	s1689-1528	28	42
s1689-1528	0	s1689-1528	29	43
s1689-1528	0	s1689-1528	30	44
s1689-1528	0	s1689-1528	31	45
s1689-1528	0	s1689-1528	32	46
s1689-1528	0	s1689-1528	33	47
s1689-1528	0	s1689-1528	34	48
s1689-1528	0	s1689-1528	35	49
s1689-1528	3	s1689-1528	36	50
s1689-1528	7	s1689-1528	37	51
s1689-1528	5	s1689-1528	38	52
s1689-1528	4	s1689-1528	39	53
s1104-1009	1	s1104-1009	1	15
s1104-1009	0	s1104-1009	2	16
s1104-1009	0	s1104-1009	3	17
s1104-1009	4	s1104-1009	4	18
s1104-1009	5	s1104-1009	5	19
s1104-1009	4	s1104-1009	6	20
s1104-1009	1	s1104-1009	7	21
s1104-1009	2	s1104-1009	8	22
s1104-1009	4	s1104-1009	9	23
s1104-1009	5	s1104-1009	10	24
s1104-1009	7	s1104-1009	11	25
s1104-1009	9	s1104-1009	12	26
s1104-1009	8	s1104-1009	13	27
s1104-1009	5	s1104-1009	14	28
s1104-1009	4	s1104-1009	15	29
