Pos	ID	Allele	NB	codon_start	codon_end	NB_coverage
2	s1570-1391	HLA-A01:01	1	3	11	1
3	s1570-1391	HLA-A01:01	0	4	12	1
4	s1570-1391	HLA-A01:01	0	5	13	1
5	s1570-1391	HLA-A01:01	1	6	14	2
6	s1570-1391	HLA-A01:01	0	7	15	2
7	s1570-1391	HLA-A01:01	0	8	16	2
8	s1570-1391	HLA-A01:01	1	9	17	3
9	s1570-1391	HLA-A01:01	1	10	18	4
10	s1570-1391	HLA-A01:01	0	11	19	4
11	s1570-1391	HLA-A01:01	1	12	20	4
12	s1570-1391	HLA-A01:01	0	13	21	4
13	s1570-1391	HLA-A01:01	0	14	22	4
14	s1570-1391	HLA-A01:01	0	15	23	3
15	s1570-1391	HLA-A01:01	0	16	24	3
16	s1570-1391	HLA-A01:01	0	17	25	3
17	s1570-1391	HLA-A01:01	0	18	26	2
18	s1570-1391	HLA-A01:01	0	19	27	1
19	s1570-1391	HLA-A01:01	0	20	28	1
20	s1570-1391	HLA-A01:01	0	21	29	0
21	s1570-1391	HLA-A01:01	1	22	30	1
22	s1570-1391	HLA-A01:01	0	23	31	1
23	s1570-1391	HLA-A01:01	0	24	32	1
24	s1570-1391	HLA-A01:01	0	25	33	1
25	s1570-1391	HLA-A01:01	0	26	34	1
26	s1570-1391	HLA-A01:01	0	27	35	1
27	s1570-1391	HLA-A01:01	0	28	36	1
28	s1570-1391	HLA-A01:01	1	29	37	2
29	s1570-1391	HLA-A01:01	0	30	38	2
30	s1570-1391	HLA-A01:01	0	31	39	1
31	s1570-1391	HLA-A01:01	0	32	40	1
32	s1570-1391	HLA-A01:01	0	33	41	1
33	s1570-1391	HLA-A01:01	0	34	42	1
34	s1570-1391	HLA-A01:01	0	35	43	1
35	s1570-1391	HLA-A01:01	0	36	44	1
36	s1570-1391	HLA-A01:01	0	37	45	1
37	s1570-1391	HLA-A01:01	0	38	46	0
38	s1570-1391	HLA-A01:01	0	39	47	0
39	s1570-1391	HLA-A01:01	1	40	48	1
40	s1570-1391	HLA-A01:01	0	41	49	1
41	s1570-1391	HLA-A01:01	4	42	50	5
42	s1570-1391	HLA-A01:01	0	43	51	5
43	s1570-1391	HLA-A01:01	1	44	52	6
44	s1570-1391	HLA-A01:01	0	45	53	6
45	s1570-1391	HLA-A01:01	3	46	54	9
46	s1570-1391	HLA-A01:01	0	47	55	9
47	s1570-1391	HLA-A01:01	2	48	56	11
48	s1570-1391	HLA-A01:01	0	49	57	10
49	s1570-1391	HLA-A01:01	1	50	58	11
50	s1570-1391	HLA-A01:01	0	51	59	7
0	s667-422	HLA-A01:01	2	1	9	2
1	s667-422	HLA-A01:01	1	2	10	3
2	s667-422	HLA-A01:01	0	3	11	3
3	s667-422	HLA-A01:01	1	4	12	4
4	s667-422	HLA-A01:01	1	5	13	5
5	s667-422	HLA-A01:01	0	6	14	5
6	s667-422	HLA-A01:01	0	7	15	5
7	s667-422	HLA-A01:01	0	8	16	5
8	s667-422	HLA-A01:01	1	9	17	6
9	s667-422	HLA-A01:01	0	10	18	4
10	s667-422	HLA-A01:01	0	11	19	3
11	s667-422	HLA-A01:01	0	12	20	3
12	s667-422	HLA-A01:01	0	13	21	2
13	s667-422	HLA-A01:01	1	14	22	2
14	s667-422	HLA-A01:01	0	15	23	2
15	s667-422	HLA-A01:01	1	16	24	3
16	s667-422	HLA-A01:01	1	17	25	4
17	s667-422	HLA-A01:01	0	18	26	3
18	s667-422	HLA-A01:01	0	19	27	3
19	s667-422	HLA-A01:01	0	20	28	3
20	s667-422	HLA-A01:01	0	21	29	3
21	s667-422	HLA-A01:01	0	22	30	3
22	s667-422	HLA-A01:01	0	23	31	2
23	s667-422	HLA-A01:01	0	24	32	2
24	s667-422	HLA-A01:01	1	25	33	2
25	s667-422	HLA-A01:01	0	26	34	1
26	s667-422	HLA-A01:01	0	27	35	1
27	s667-422	HLA-A01:01	0	28	36	1
28	s667-422	HLA-A01:01	0	29	37	1
29	s667-422	HLA-A01:01	0	30	38	1
30	s667-422	HLA-A01:01	0	31	39	1
31	s667-422	HLA-A01:01	0	32	40	1
32	s667-422	HLA-A01:01	0	33	41	1
33	s667-422	HLA-A01:01	3	34	42	3
34	s667-422	HLA-A01:01	0	35	43	3
35	s667-422	HLA-A01:01	4	36	44	7
36	s667-422	HLA-A01:01	0	37	45	7
37	s667-422	HLA-A01:01	3	38	46	10
38	s667-422	HLA-A01:01	0	39	47	10
39	s667-422	HLA-A01:01	2	40	48	12
40	s667-422	HLA-A01:01	0	41	49	12
41	s667-422	HLA-A01:01	0	42	50	12
42	s667-422	HLA-A01:01	0	43	51	9
43	s667-422	HLA-A01:01	0	44	52	9
44	s667-422	HLA-A01:01	0	45	53	5
45	s667-422	HLA-A01:01	6	46	54	11
46	s667-422	HLA-A01:01	0	47	55	8
47	s667-422	HLA-A01:01	0	48	56	8
48	s667-422	HLA-A01:01	0	49	57	6
49	s667-422	HLA-A01:01	0	50	58	6
50	s667-422	HLA-A01:01	1	51	59	7
51	s667-422	HLA-A01:01	7	52	60	14
52	s667-422	HLA-A01:01	1	53	61	15
53	s667-422	HLA-A01:01	0	54	62	15
54	s667-422	HLA-A01:01	1	55	63	10
55	s667-422	HLA-A01:01	0	56	64	10
56	s667-422	HLA-A01:01	0	57	65	10
57	s667-422	HLA-A01:01	0	58	66	10
58	s667-422	HLA-A01:01	0	59	67	10
59	s667-422	HLA-A01:01	0	60	68	9
60	s667-422	HLA-A01:01	1	61	69	3
61	s667-422	HLA-A01:01	2	62	70	4
62	s667-422	HLA-A01:01	0	63	71	4
63	s667-422	HLA-A01:01	1	64	72	4
64	s667-422	HLA-A01:01	0	65	73	4
65	s667-422	HLA-A01:01	0	66	74	4
66	s667-422	HLA-A01:01	0	67	75	4
67	s667-422	HLA-A01:01	0	68	76	4
68	s667-422	HLA-A01:01	1	69	77	5
69	s667-422	HLA-A01:01	0	70	78	4
70	s667-422	HLA-A01:01	0	71	79	2
71	s667-422	HLA-A01:01	2	72	80	4
72	s667-422	HLA-A01:01	4	73	81	7
0	s15461-15667	HLA-A01:01	0	1	9	0
1	s15461-15667	HLA-A01:01	0	2	10	0
2	s15461-15667	HLA-A01:01	2	3	11	2
3	s15461-15667	HLA-A01:01	0	4	12	2
4	s15461-15667	HLA-A01:01	0	5	13	2
5	s15461-15667	HLA-A01:01	0	6	14	2
6	s15461-15667	HLA-A01:01	0	7	15	2
7	s15461-15667	HLA-A01:01	2	8	16	4
8	s15461-15667	HLA-A01:01	2	9	17	6
9	s15461-15667	HLA-A01:01	2	10	18	8
10	s15461-15667	HLA-A01:01	3	11	19	11
11	s15461-15667	HLA-A01:01	0	12	20	9
12	s15461-15667	HLA-A01:01	1	13	21	10
13	s15461-15667	HLA-A01:01	1	14	22	11
14	s15461-15667	HLA-A01:01	2	15	23	13
15	s15461-15667	HLA-A01:01	1	16	24	14
16	s15461-15667	HLA-A01:01	1	17	25	13
17	s15461-15667	HLA-A01:01	0	18	26	11
18	s15461-15667	HLA-A01:01	0	19	27	9
19	s15461-15667	HLA-A01:01	1	20	28	7
20	s15461-15667	HLA-A01:01	0	21	29	7
21	s15461-15667	HLA-A01:01	0	22	30	6
22	s15461-15667	HLA-A01:01	2	23	31	7
23	s15461-15667	HLA-A01:01	0	24	32	5
24	s15461-15667	HLA-A01:01	1	25	33	5
25	s15461-15667	HLA-A01:01	2	26	34	6
26	s15461-15667	HLA-A01:01	0	27	35	6
27	s15461-15667	HLA-A01:01	3	28	36	9
28	s15461-15667	HLA-A01:01	2	29	37	10
29	s15461-15667	HLA-A01:01	7	30	38	17
30	s15461-15667	HLA-A01:01	2	31	39	19
31	s15461-15667	HLA-A01:01	1	32	40	18
32	s15461-15667	HLA-A01:01	1	33	41	19
33	s15461-15667	HLA-A01:01	1	34	42	19
34	s15461-15667	HLA-A01:01	0	35	43	17
35	s15461-15667	HLA-A01:01	3	36	44	20
36	s15461-15667	HLA-A01:01	0	37	45	17
37	s15461-15667	HLA-A01:01	3	38	46	18
38	s15461-15667	HLA-A01:01	0	39	47	11
39	s15461-15667	HLA-A01:01	0	40	48	9
40	s15461-15667	HLA-A01:01	0	41	49	8
41	s15461-15667	HLA-A01:01	2	42	50	9
42	s15461-15667	HLA-A01:01	0	43	51	8
43	s15461-15667	HLA-A01:01	0	44	52	8
44	s15461-15667	HLA-A01:01	0	45	53	5
45	s15461-15667	HLA-A01:01	3	46	54	8
46	s15461-15667	HLA-A01:01	1	47	55	6
47	s15461-15667	HLA-A01:01	0	48	56	6
48	s15461-15667	HLA-A01:01	1	49	57	7
49	s15461-15667	HLA-A01:01	0	50	58	7
50	s15461-15667	HLA-A01:01	1	51	59	6
51	s15461-15667	HLA-A01:01	0	52	60	6
52	s15461-15667	HLA-A01:01	1	53	61	7
53	s15461-15667	HLA-A01:01	0	54	62	7
54	s15461-15667	HLA-A01:01	2	55	63	6
55	s15461-15667	HLA-A01:01	0	56	64	5
56	s15461-15667	HLA-A01:01	0	57	65	5
57	s15461-15667	HLA-A01:01	0	58	66	4
58	s15461-15667	HLA-A01:01	1	59	67	5
59	s15461-15667	HLA-A01:01	0	60	68	4
0	s29505-29410	HLA-A01:01	0	1	9	0
1	s29505-29410	HLA-A01:01	0	2	10	0
2	s29505-29410	HLA-A01:01	0	3	11	0
3	s29505-29410	HLA-A01:01	0	4	12	0
4	s29505-29410	HLA-A01:01	0	5	13	0
5	s29505-29410	HLA-A01:01	0	6	14	0
6	s29505-29410	HLA-A01:01	0	7	15	0
7	s29505-29410	HLA-A01:01	0	8	16	0
8	s29505-29410	HLA-A01:01	1	9	17	1
9	s29505-29410	HLA-A01:01	0	10	18	1
10	s29505-29410	HLA-A01:01	0	11	19	1
11	s29505-29410	HLA-A01:01	0	12	20	1
12	s29505-29410	HLA-A01:01	2	13	21	3
13	s29505-29410	HLA-A01:01	0	14	22	3
14	s29505-29410	HLA-A01:01	0	15	23	3
15	s29505-29410	HLA-A01:01	1	16	24	4
16	s29505-29410	HLA-A01:01	1	17	25	5
17	s29505-29410	HLA-A01:01	0	18	26	4
18	s29505-29410	HLA-A01:01	0	19	27	4
19	s29505-29410	HLA-A01:01	0	20	28	4
20	s29505-29410	HLA-A01:01	0	21	29	4
21	s29505-29410	HLA-A01:01	0	22	30	2
22	s29505-29410	HLA-A01:01	0	23	31	2
0	s27771-27640	HLA-A01:01	0	1	9	0
1	s27771-27640	HLA-A01:01	3	2	10	3
2	s27771-27640	HLA-A01:01	0	3	11	3
3	s27771-27640	HLA-A01:01	0	4	12	3
4	s27771-27640	HLA-A01:01	0	5	13	3
5	s27771-27640	HLA-A01:01	0	6	14	3
6	s27771-27640	HLA-A01:01	0	7	15	3
7	s27771-27640	HLA-A01:01	0	8	16	3
8	s27771-27640	HLA-A01:01	0	9	17	3
9	s27771-27640	HLA-A01:01	0	10	18	3
10	s27771-27640	HLA-A01:01	0	11	19	0
11	s27771-27640	HLA-A01:01	0	12	20	0
12	s27771-27640	HLA-A01:01	0	13	21	0
13	s27771-27640	HLA-A01:01	0	14	22	0
14	s27771-27640	HLA-A01:01	0	15	23	0
15	s27771-27640	HLA-A01:01	0	16	24	0
16	s27771-27640	HLA-A01:01	0	17	25	0
17	s27771-27640	HLA-A01:01	0	18	26	0
18	s27771-27640	HLA-A01:01	0	19	27	0
19	s27771-27640	HLA-A01:01	0	20	28	0
20	s27771-27640	HLA-A01:01	0	21	29	0
21	s27771-27640	HLA-A01:01	0	22	30	0
22	s27771-27640	HLA-A01:01	0	23	31	0
23	s27771-27640	HLA-A01:01	0	24	32	0
24	s27771-27640	HLA-A01:01	0	25	33	0
25	s27771-27640	HLA-A01:01	0	26	34	0
26	s27771-27640	HLA-A01:01	2	27	35	2
27	s27771-27640	HLA-A01:01	2	28	36	4
28	s27771-27640	HLA-A01:01	3	29	37	7
29	s27771-27640	HLA-A01:01	0	30	38	7
30	s27771-27640	HLA-A01:01	0	31	39	7
31	s27771-27640	HLA-A01:01	0	32	40	7
32	s27771-27640	HLA-A01:01	0	33	41	7
33	s27771-27640	HLA-A01:01	1	34	42	8
34	s27771-27640	HLA-A01:01	0	35	43	8
0	s27210-27034	HLA-A01:01	1	1	9	1
1	s27210-27034	HLA-A01:01	0	2	10	1
2	s27210-27034	HLA-A01:01	1	3	11	2
3	s27210-27034	HLA-A01:01	1	4	12	3
4	s27210-27034	HLA-A01:01	0	5	13	3
5	s27210-27034	HLA-A01:01	0	6	14	3
6	s27210-27034	HLA-A01:01	0	7	15	3
7	s27210-27034	HLA-A01:01	0	8	16	3
8	s27210-27034	HLA-A01:01	0	9	17	3
9	s27210-27034	HLA-A01:01	0	10	18	2
10	s27210-27034	HLA-A01:01	0	11	19	2
11	s27210-27034	HLA-A01:01	0	12	20	1
12	s27210-27034	HLA-A01:01	0	13	21	0
13	s27210-27034	HLA-A01:01	0	14	22	0
14	s27210-27034	HLA-A01:01	0	15	23	0
15	s27210-27034	HLA-A01:01	1	16	24	1
16	s27210-27034	HLA-A01:01	1	17	25	2
17	s27210-27034	HLA-A01:01	0	18	26	2
18	s27210-27034	HLA-A01:01	0	19	27	2
19	s27210-27034	HLA-A01:01	0	20	28	2
20	s27210-27034	HLA-A01:01	0	21	29	2
21	s27210-27034	HLA-A01:01	0	22	30	2
22	s27210-27034	HLA-A01:01	0	23	31	2
23	s27210-27034	HLA-A01:01	0	24	32	2
24	s27210-27034	HLA-A01:01	0	25	33	1
25	s27210-27034	HLA-A01:01	0	26	34	0
26	s27210-27034	HLA-A01:01	0	27	35	0
27	s27210-27034	HLA-A01:01	0	28	36	0
28	s27210-27034	HLA-A01:01	0	29	37	0
29	s27210-27034	HLA-A01:01	0	30	38	0
30	s27210-27034	HLA-A01:01	1	31	39	1
31	s27210-27034	HLA-A01:01	0	32	40	1
32	s27210-27034	HLA-A01:01	0	33	41	1
33	s27210-27034	HLA-A01:01	2	34	42	3
34	s27210-27034	HLA-A01:01	5	35	43	8
35	s27210-27034	HLA-A01:01	0	36	44	8
36	s27210-27034	HLA-A01:01	0	37	45	8
37	s27210-27034	HLA-A01:01	1	38	46	9
38	s27210-27034	HLA-A01:01	1	39	47	10
39	s27210-27034	HLA-A01:01	1	40	48	10
40	s27210-27034	HLA-A01:01	0	41	49	10
41	s27210-27034	HLA-A01:01	2	42	50	12
42	s27210-27034	HLA-A01:01	0	43	51	10
43	s27210-27034	HLA-A01:01	0	44	52	5
44	s27210-27034	HLA-A01:01	1	45	53	6
45	s27210-27034	HLA-A01:01	0	46	54	6
46	s27210-27034	HLA-A01:01	0	47	55	5
47	s27210-27034	HLA-A01:01	2	48	56	6
48	s27210-27034	HLA-A01:01	0	49	57	5
49	s27210-27034	HLA-A01:01	0	50	58	5
0	s25242-25099	HLA-A01:01	0	1	9	0
1	s25242-25099	HLA-A01:01	0	2	10	0
2	s25242-25099	HLA-A01:01	0	3	11	0
3	s25242-25099	HLA-A01:01	2	4	12	2
4	s25242-25099	HLA-A01:01	0	5	13	2
5	s25242-25099	HLA-A01:01	1	6	14	3
6	s25242-25099	HLA-A01:01	0	7	15	3
7	s25242-25099	HLA-A01:01	0	8	16	3
8	s25242-25099	HLA-A01:01	0	9	17	3
9	s25242-25099	HLA-A01:01	6	10	18	9
10	s25242-25099	HLA-A01:01	4	11	19	13
11	s25242-25099	HLA-A01:01	0	12	20	13
12	s25242-25099	HLA-A01:01	0	13	21	11
13	s25242-25099	HLA-A01:01	1	14	22	12
14	s25242-25099	HLA-A01:01	0	15	23	11
15	s25242-25099	HLA-A01:01	0	16	24	11
16	s25242-25099	HLA-A01:01	1	17	25	12
17	s25242-25099	HLA-A01:01	0	18	26	12
18	s25242-25099	HLA-A01:01	1	19	27	7
19	s25242-25099	HLA-A01:01	1	20	28	4
20	s25242-25099	HLA-A01:01	0	21	29	4
21	s25242-25099	HLA-A01:01	1	22	30	5
22	s25242-25099	HLA-A01:01	0	23	31	4
23	s25242-25099	HLA-A01:01	0	24	32	4
24	s25242-25099	HLA-A01:01	0	25	33	4
25	s25242-25099	HLA-A01:01	1	26	34	4
26	s25242-25099	HLA-A01:01	1	27	35	5
27	s25242-25099	HLA-A01:01	3	28	36	7
28	s25242-25099	HLA-A01:01	2	29	37	8
29	s25242-25099	HLA-A01:01	2	30	38	10
30	s25242-25099	HLA-A01:01	0	31	39	9
31	s25242-25099	HLA-A01:01	0	32	40	9
32	s25242-25099	HLA-A01:01	2	33	41	11
33	s25242-25099	HLA-A01:01	1	34	42	12
34	s25242-25099	HLA-A01:01	0	35	43	11
35	s25242-25099	HLA-A01:01	0	36	44	10
36	s25242-25099	HLA-A01:01	1	37	45	8
37	s25242-25099	HLA-A01:01	0	38	46	6
38	s25242-25099	HLA-A01:01	2	39	47	6
0	s24111-23926	HLA-A01:01	0	1	9	0
1	s24111-23926	HLA-A01:01	1	2	10	1
2	s24111-23926	HLA-A01:01	0	3	11	1
3	s24111-23926	HLA-A01:01	0	4	12	1
4	s24111-23926	HLA-A01:01	0	5	13	1
5	s24111-23926	HLA-A01:01	4	6	14	5
6	s24111-23926	HLA-A01:01	0	7	15	5
7	s24111-23926	HLA-A01:01	2	8	16	7
8	s24111-23926	HLA-A01:01	0	9	17	7
9	s24111-23926	HLA-A01:01	2	10	18	9
10	s24111-23926	HLA-A01:01	0	11	19	8
11	s24111-23926	HLA-A01:01	1	12	20	9
12	s24111-23926	HLA-A01:01	0	13	21	9
13	s24111-23926	HLA-A01:01	1	14	22	10
14	s24111-23926	HLA-A01:01	0	15	23	6
15	s24111-23926	HLA-A01:01	4	16	24	10
16	s24111-23926	HLA-A01:01	0	17	25	8
17	s24111-23926	HLA-A01:01	2	18	26	10
18	s24111-23926	HLA-A01:01	0	19	27	8
19	s24111-23926	HLA-A01:01	2	20	28	10
20	s24111-23926	HLA-A01:01	0	21	29	9
21	s24111-23926	HLA-A01:01	0	22	30	9
22	s24111-23926	HLA-A01:01	0	23	31	8
23	s24111-23926	HLA-A01:01	0	24	32	8
24	s24111-23926	HLA-A01:01	1	25	33	5
25	s24111-23926	HLA-A01:01	0	26	34	5
26	s24111-23926	HLA-A01:01	0	27	35	3
27	s24111-23926	HLA-A01:01	1	28	36	4
28	s24111-23926	HLA-A01:01	2	29	37	4
29	s24111-23926	HLA-A01:01	1	30	38	5
30	s24111-23926	HLA-A01:01	0	31	39	5
31	s24111-23926	HLA-A01:01	2	32	40	7
32	s24111-23926	HLA-A01:01	0	33	41	7
33	s24111-23926	HLA-A01:01	0	34	42	6
34	s24111-23926	HLA-A01:01	0	35	43	6
35	s24111-23926	HLA-A01:01	0	36	44	6
36	s24111-23926	HLA-A01:01	0	37	45	5
37	s24111-23926	HLA-A01:01	0	38	46	3
38	s24111-23926	HLA-A01:01	0	39	47	2
39	s24111-23926	HLA-A01:01	0	40	48	2
40	s24111-23926	HLA-A01:01	0	41	49	0
41	s24111-23926	HLA-A01:01	0	42	50	0
42	s24111-23926	HLA-A01:01	0	43	51	0
43	s24111-23926	HLA-A01:01	0	44	52	0
44	s24111-23926	HLA-A01:01	0	45	53	0
45	s24111-23926	HLA-A01:01	0	46	54	0
46	s24111-23926	HLA-A01:01	0	47	55	0
47	s24111-23926	HLA-A01:01	0	48	56	0
48	s24111-23926	HLA-A01:01	0	49	57	0
49	s24111-23926	HLA-A01:01	0	50	58	0
50	s24111-23926	HLA-A01:01	0	51	59	0
51	s24111-23926	HLA-A01:01	0	52	60	0
52	s24111-23926	HLA-A01:01	0	53	61	0
0	s16166-16279	HLA-A01:01	0	1	9	0
1	s16166-16279	HLA-A01:01	0	2	10	0
2	s16166-16279	HLA-A01:01	0	3	11	0
3	s16166-16279	HLA-A01:01	1	4	12	1
4	s16166-16279	HLA-A01:01	1	5	13	2
5	s16166-16279	HLA-A01:01	0	6	14	2
6	s16166-16279	HLA-A01:01	0	7	15	2
7	s16166-16279	HLA-A01:01	0	8	16	2
8	s16166-16279	HLA-A01:01	0	9	17	2
9	s16166-16279	HLA-A01:01	0	10	18	2
10	s16166-16279	HLA-A01:01	0	11	19	2
11	s16166-16279	HLA-A01:01	2	12	20	4
12	s16166-16279	HLA-A01:01	1	13	21	4
13	s16166-16279	HLA-A01:01	0	14	22	3
14	s16166-16279	HLA-A01:01	0	15	23	3
15	s16166-16279	HLA-A01:01	1	16	24	4
16	s16166-16279	HLA-A01:01	1	17	25	5
17	s16166-16279	HLA-A01:01	2	18	26	7
18	s16166-16279	HLA-A01:01	0	19	27	7
19	s16166-16279	HLA-A01:01	3	20	28	10
20	s16166-16279	HLA-A01:01	0	21	29	8
21	s16166-16279	HLA-A01:01	1	22	30	8
22	s16166-16279	HLA-A01:01	2	23	31	10
23	s16166-16279	HLA-A01:01	1	24	32	11
24	s16166-16279	HLA-A01:01	1	25	33	11
25	s16166-16279	HLA-A01:01	0	26	34	10
26	s16166-16279	HLA-A01:01	1	27	35	9
27	s16166-16279	HLA-A01:01	1	28	36	10
28	s16166-16279	HLA-A01:01	0	29	37	7
0	s23787-23680	HLA-A01:01	1	1	9	1
1	s23787-23680	HLA-A01:01	2	2	10	3
2	s23787-23680	HLA-A01:01	0	3	11	3
3	s23787-23680	HLA-A01:01	2	4	12	5
4	s23787-23680	HLA-A01:01	0	5	13	5
5	s23787-23680	HLA-A01:01	1	6	14	6
6	s23787-23680	HLA-A01:01	0	7	15	6
7	s23787-23680	HLA-A01:01	0	8	16	6
8	s23787-23680	HLA-A01:01	0	9	17	6
9	s23787-23680	HLA-A01:01	0	10	18	5
10	s23787-23680	HLA-A01:01	0	11	19	3
11	s23787-23680	HLA-A01:01	0	12	20	3
12	s23787-23680	HLA-A01:01	0	13	21	1
13	s23787-23680	HLA-A01:01	1	14	22	2
14	s23787-23680	HLA-A01:01	2	15	23	3
15	s23787-23680	HLA-A01:01	0	16	24	3
16	s23787-23680	HLA-A01:01	1	17	25	4
17	s23787-23680	HLA-A01:01	2	18	26	6
18	s23787-23680	HLA-A01:01	0	19	27	6
19	s23787-23680	HLA-A01:01	0	20	28	6
20	s23787-23680	HLA-A01:01	2	21	29	8
21	s23787-23680	HLA-A01:01	0	22	30	8
22	s23787-23680	HLA-A01:01	2	23	31	9
23	s23787-23680	HLA-A01:01	0	24	32	7
24	s23787-23680	HLA-A01:01	1	25	33	8
25	s23787-23680	HLA-A01:01	0	26	34	7
26	s23787-23680	HLA-A01:01	0	27	35	5
0	s23322-23074	HLA-A01:01	0	1	9	0
1	s23322-23074	HLA-A01:01	0	2	10	0
2	s23322-23074	HLA-A01:01	1	3	11	1
3	s23322-23074	HLA-A01:01	0	4	12	1
4	s23322-23074	HLA-A01:01	0	5	13	1
5	s23322-23074	HLA-A01:01	0	6	14	1
6	s23322-23074	HLA-A01:01	0	7	15	1
7	s23322-23074	HLA-A01:01	0	8	16	1
8	s23322-23074	HLA-A01:01	0	9	17	1
9	s23322-23074	HLA-A01:01	1	10	18	2
10	s23322-23074	HLA-A01:01	4	11	19	6
11	s23322-23074	HLA-A01:01	0	12	20	5
12	s23322-23074	HLA-A01:01	1	13	21	6
13	s23322-23074	HLA-A01:01	0	14	22	6
14	s23322-23074	HLA-A01:01	0	15	23	6
15	s23322-23074	HLA-A01:01	0	16	24	6
16	s23322-23074	HLA-A01:01	1	17	25	7
17	s23322-23074	HLA-A01:01	1	18	26	8
18	s23322-23074	HLA-A01:01	1	19	27	8
19	s23322-23074	HLA-A01:01	0	20	28	4
20	s23322-23074	HLA-A01:01	0	21	29	4
21	s23322-23074	HLA-A01:01	0	22	30	3
22	s23322-23074	HLA-A01:01	0	23	31	3
23	s23322-23074	HLA-A01:01	2	24	32	5
24	s23322-23074	HLA-A01:01	0	25	33	5
25	s23322-23074	HLA-A01:01	0	26	34	4
26	s23322-23074	HLA-A01:01	1	27	35	4
27	s23322-23074	HLA-A01:01	0	28	36	3
28	s23322-23074	HLA-A01:01	0	29	37	3
29	s23322-23074	HLA-A01:01	0	30	38	3
30	s23322-23074	HLA-A01:01	1	31	39	4
31	s23322-23074	HLA-A01:01	0	32	40	4
32	s23322-23074	HLA-A01:01	0	33	41	2
33	s23322-23074	HLA-A01:01	1	34	42	3
34	s23322-23074	HLA-A01:01	0	35	43	3
35	s23322-23074	HLA-A01:01	0	36	44	2
36	s23322-23074	HLA-A01:01	0	37	45	2
37	s23322-23074	HLA-A01:01	0	38	46	2
38	s23322-23074	HLA-A01:01	0	39	47	2
39	s23322-23074	HLA-A01:01	0	40	48	1
40	s23322-23074	HLA-A01:01	0	41	49	1
41	s23322-23074	HLA-A01:01	0	42	50	1
42	s23322-23074	HLA-A01:01	1	43	51	1
43	s23322-23074	HLA-A01:01	0	44	52	1
44	s23322-23074	HLA-A01:01	1	45	53	2
45	s23322-23074	HLA-A01:01	0	46	54	2
46	s23322-23074	HLA-A01:01	1	47	55	3
47	s23322-23074	HLA-A01:01	0	48	56	3
48	s23322-23074	HLA-A01:01	1	49	57	4
49	s23322-23074	HLA-A01:01	0	50	58	4
50	s23322-23074	HLA-A01:01	1	51	59	5
51	s23322-23074	HLA-A01:01	2	52	60	6
52	s23322-23074	HLA-A01:01	0	53	61	6
53	s23322-23074	HLA-A01:01	0	54	62	5
54	s23322-23074	HLA-A01:01	0	55	63	5
55	s23322-23074	HLA-A01:01	0	56	64	4
56	s23322-23074	HLA-A01:01	1	57	65	5
57	s23322-23074	HLA-A01:01	0	58	66	4
58	s23322-23074	HLA-A01:01	0	59	67	4
59	s23322-23074	HLA-A01:01	0	60	68	3
60	s23322-23074	HLA-A01:01	1	61	69	2
61	s23322-23074	HLA-A01:01	0	62	70	2
62	s23322-23074	HLA-A01:01	0	63	71	2
63	s23322-23074	HLA-A01:01	0	64	72	2
64	s23322-23074	HLA-A01:01	1	65	73	3
65	s23322-23074	HLA-A01:01	0	66	74	2
66	s23322-23074	HLA-A01:01	0	67	75	2
67	s23322-23074	HLA-A01:01	0	68	76	2
68	s23322-23074	HLA-A01:01	0	69	77	2
69	s23322-23074	HLA-A01:01	0	70	78	1
70	s23322-23074	HLA-A01:01	1	71	79	2
71	s23322-23074	HLA-A01:01	0	72	80	2
72	s23322-23074	HLA-A01:01	0	73	81	2
73	s23322-23074	HLA-A01:01	1	74	82	2
0	s19905-19765	HLA-A01:01	0	1	9	0
1	s19905-19765	HLA-A01:01	0	2	10	0
2	s19905-19765	HLA-A01:01	0	3	11	0
3	s19905-19765	HLA-A01:01	0	4	12	0
4	s19905-19765	HLA-A01:01	0	5	13	0
5	s19905-19765	HLA-A01:01	0	6	14	0
6	s19905-19765	HLA-A01:01	0	7	15	0
7	s19905-19765	HLA-A01:01	0	8	16	0
8	s19905-19765	HLA-A01:01	0	9	17	0
9	s19905-19765	HLA-A01:01	0	10	18	0
10	s19905-19765	HLA-A01:01	0	11	19	0
11	s19905-19765	HLA-A01:01	0	12	20	0
12	s19905-19765	HLA-A01:01	0	13	21	0
13	s19905-19765	HLA-A01:01	1	14	22	1
14	s19905-19765	HLA-A01:01	0	15	23	1
15	s19905-19765	HLA-A01:01	0	16	24	1
16	s19905-19765	HLA-A01:01	1	17	25	2
17	s19905-19765	HLA-A01:01	1	18	26	3
18	s19905-19765	HLA-A01:01	1	19	27	4
19	s19905-19765	HLA-A01:01	3	20	28	7
20	s19905-19765	HLA-A01:01	3	21	29	10
21	s19905-19765	HLA-A01:01	1	22	30	11
22	s19905-19765	HLA-A01:01	0	23	31	10
23	s19905-19765	HLA-A01:01	1	24	32	11
24	s19905-19765	HLA-A01:01	0	25	33	11
25	s19905-19765	HLA-A01:01	2	26	34	12
26	s19905-19765	HLA-A01:01	1	27	35	12
27	s19905-19765	HLA-A01:01	1	28	36	12
28	s19905-19765	HLA-A01:01	0	29	37	9
29	s19905-19765	HLA-A01:01	0	30	38	6
