sequence	product	product_order	codon	OL_category	variability	N_sites	S_sites	N_diffs	S_diffs
SARSCOV2	ORF1ab	1	6068	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6069	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6070	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6071	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6072	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6073	NOL	polymorphic	2.666499078	0.3335009217	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6074	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6075	NOL	polymorphic	2.332914362	0.6670856377	0.002511297679	0
SARSCOV2	ORF1ab	1	6076	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6077	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6078	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6079	NOL	polymorphic	1.999497235	0.9997486174	0	5.026387904e-4
SARSCOV2	ORF1ab	1	6080	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6081	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6082	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6083	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6084	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6085	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6086	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6087	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6088	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6089	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6090	NOL	polymorphic	2.665996313	0.3332495391	0	0
SARSCOV2	ORF1ab	1	6091	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6092	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6093	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6094	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6095	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6096	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6097	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6098	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6099	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6100	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6101	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6102	NOL	polymorphic	2.000837942	0.999162058	0.002511297679	5.027652086e-4
SARSCOV2	ORF1ab	1	6103	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6104	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6105	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	6106	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6107	NOL	polymorphic	2.000251383	0.9997486174	0.001507537117	0
SARSCOV2	ORF1ab	1	6108	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6109	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6110	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6111	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6112	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6113	NOL	polymorphic	2.666666667	0.3333333333	0	0.001507537117
SARSCOV2	ORF1ab	1	6114	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6115	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6116	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6117	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6118	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6119	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6120	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6121	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6122	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6123	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6124	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6125	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6126	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6127	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6128	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6129	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6130	NOL	polymorphic	2.000251383	0.9997486174	0.001005277581	0
SARSCOV2	ORF1ab	1	6131	NOL	polymorphic	2.000251383	0.9989944696	0.004514647003	0
SARSCOV2	ORF1ab	1	6132	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6133	NOL	polymorphic	2.500041897	0.4999581029	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6134	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	6135	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6136	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6137	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	6138	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6139	NOL	polymorphic	1.999496982	0.9997484909	5.028915632e-4	0
SARSCOV2	ORF1ab	1	6140	NOL	polymorphic	2.000083815	0.9999161847	0.001005783254	0
SARSCOV2	ORF1ab	1	6141	NOL	polymorphic	2.500041908	0.4999580924	5.028916269e-4	0
SARSCOV2	ORF1ab	1	6142	NOL	polymorphic	2.666499036	0.3335009639	5.028916269e-4	0
SARSCOV2	ORF1ab	1	6143	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6144	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6145	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6146	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6147	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6148	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6149	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6150	NOL	polymorphic	2	1	0.0060164953	0
SARSCOV2	ORF1ab	1	6151	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6152	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6153	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6154	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6155	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6156	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6157	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6158	NOL	polymorphic	2.661471426	0.3385285738	0.01546815254	0
SARSCOV2	ORF1ab	1	6159	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6160	NOL	polymorphic	2	1	0	0.001507537117
SARSCOV2	ORF1ab	1	6161	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6162	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6163	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6164	NOL	polymorphic	2	1	0	0.00551878682
SARSCOV2	ORF1ab	1	6165	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6166	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6167	NOL	polymorphic	2.333333333	0.6666666667	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6168	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6169	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6170	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6171	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6172	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6173	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6174	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6175	NOL	polymorphic	2.000167588	0.9998324116	0.001005277581	5.027652086e-4
SARSCOV2	ORF1ab	1	6176	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6177	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6178	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	6179	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6180	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6181	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6182	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6183	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6184	NOL	polymorphic	1.666834255	1.333165745	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6185	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6186	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6187	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6188	NOL	polymorphic	2	1	0	0.00100553029
SARSCOV2	ORF1ab	1	6189	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6190	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6191	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6192	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	6193	NOL	polymorphic	2.665996313	0.3332495391	0	0
SARSCOV2	ORF1ab	1	6194	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	6195	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6196	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6197	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6198	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6199	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6200	NOL	polymorphic	2.333249539	0.6667504609	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6201	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6202	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6203	NOL	polymorphic	2.333417128	0.6665828725	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6204	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6205	NOL	polymorphic	1.67789509	1.32210491	0	0.03312624767
SARSCOV2	ORF1ab	1	6206	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6207	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6208	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6209	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6210	NOL	polymorphic	2.5	0.5	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6211	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6212	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6213	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6214	NOL	polymorphic	2.000251383	0.9997486174	0.001005277581	0
SARSCOV2	ORF1ab	1	6215	NOL	polymorphic	1.999832412	0.9994134406	0.001005024744	0
SARSCOV2	ORF1ab	1	6216	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6217	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6218	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6219	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6220	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6221	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6222	NOL	polymorphic	2	1	0.003514046896	0
SARSCOV2	ORF1ab	1	6223	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6224	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6225	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6226	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6227	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6228	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	6229	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6230	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6231	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6232	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6233	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6234	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6235	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	6236	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6237	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6238	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6239	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	5.026387904e-4
SARSCOV2	ORF1ab	1	6240	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6241	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6242	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6243	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6244	NOL	polymorphic	2	1	0	0.001005277581
SARSCOV2	ORF1ab	1	6245	NOL	polymorphic	2	1	0.02089844661	0
SARSCOV2	ORF1ab	1	6246	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6247	NOL	polymorphic	2.333333333	0.6666666667	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6248	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6249	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6250	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6251	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6252	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6253	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6254	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6255	NOL	polymorphic	2.666499078	0.3335009217	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6256	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6257	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6258	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6259	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6260	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6261	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6262	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6263	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6264	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6265	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6266	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6267	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6268	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6269	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6270	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6271	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6272	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6273	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6274	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6275	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6276	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6277	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6278	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6279	NOL	polymorphic	2.666666667	0.3333333333	0.001005277581	0
SARSCOV2	ORF1ab	1	6280	NOL	polymorphic	2	1	0.001507537117	0
SARSCOV2	ORF1ab	1	6281	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6282	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6283	NOL	polymorphic	2.666666667	0.3333333333	0	0.001005277581
SARSCOV2	ORF1ab	1	6284	NOL	polymorphic	2.665996313	0.3332495391	0	0
SARSCOV2	ORF1ab	1	6285	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6286	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6287	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6288	NOL	polymorphic	2.333249539	0.6667504609	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6289	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6290	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6291	NOL	polymorphic	2.333417128	0.6665828725	5.027652086e-4	5.026387904e-4
SARSCOV2	ORF1ab	1	6292	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6293	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6294	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6295	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6296	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6297	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6298	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6299	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6300	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6301	NOL	polymorphic	2.666415284	0.3335847159	0.001005277581	0
SARSCOV2	ORF1ab	1	6302	NOL	polymorphic	2.666666667	0.3333333333	0	0.0060164953
SARSCOV2	ORF1ab	1	6303	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6304	NOL	polymorphic	2.666499078	0.3335009217	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6305	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6306	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6307	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6308	NOL	polymorphic	1.666834255	1.333165745	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6309	NOL	polymorphic	2.666499078	0.3335009217	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6310	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6311	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6312	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6313	NOL	polymorphic	2.665996313	0.3332495391	0	5.026387904e-4
SARSCOV2	ORF1ab	1	6314	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6315	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6316	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	6317	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6318	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	6319	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6320	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6321	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6322	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6323	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6324	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6325	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	6326	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6327	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6328	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6329	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	6330	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6331	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	6332	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6333	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6334	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6335	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6336	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6337	NOL	polymorphic	2	1	5.028916269e-4	0
SARSCOV2	ORF1ab	1	6338	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6339	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6340	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6341	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6342	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6343	NOL	polymorphic	2.665983607	0.3332479508	0	0
SARSCOV2	ORF1ab	1	6344	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6345	NOL	polymorphic	1.998461538	0.9992307692	0	0
SARSCOV2	ORF1ab	1	6346	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6347	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6348	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6349	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6350	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6351	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6352	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6353	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6354	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6355	NOL	polymorphic	1.998980112	0.9994900561	5.096837971e-4	0
SARSCOV2	ORF1ab	1	6356	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6357	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6358	NOL	polymorphic	2.664627411	0.3330784264	0	0
SARSCOV2	ORF1ab	1	6359	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6360	NOL	polymorphic	2	1	5.100739607e-4	0
SARSCOV2	ORF1ab	1	6361	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6362	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6363	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6364	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6365	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6366	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6367	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6368	NOL	polymorphic	1.999487967	0.9997439836	5.119016477e-4	0
SARSCOV2	ORF1ab	1	6369	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6370	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6371	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6372	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6373	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6374	NOL	polymorphic	2.666666667	0.3333333333	0	5.111167902e-4
SARSCOV2	ORF1ab	1	6375	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6376	NOL	polymorphic	1.999829715	1.000170285	0.001021450326	0
SARSCOV2	ORF1ab	1	6377	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6378	NOL	polymorphic	2.665983607	0.3332479508	5.121638252e-4	0
SARSCOV2	ORF1ab	1	6379	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6380	NOL	polymorphic	2.666495683	0.3335043173	5.12952039e-4	0
SARSCOV2	ORF1ab	1	6381	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6382	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6383	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6384	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6385	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6386	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6387	NOL	conserved	2.666666667	0.3333333333	0	0
